age,job,marital,education,default,housing,loan,contact,month,poutcome,y
39,technician,single,unknown,no,yes,no,unknown,may,unknown,yes
50,self-employed,married,unknown,no,yes,no,unknown,may,unknown,no
32,services,single,secondary,no,yes,no,unknown,may,unknown,no
42,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
50,technician,married,secondary,no,yes,no,unknown,may,unknown,no
40,services,married,secondary,no,no,no,unknown,may,unknown,no
46,management,divorced,unknown,no,yes,no,unknown,may,unknown,no
37,management,married,tertiary,no,yes,yes,unknown,may,unknown,no
34,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
44,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
40,admin.,single,secondary,no,yes,yes,unknown,may,unknown,no
37,technician,married,secondary,no,yes,no,unknown,may,unknown,yes
33,blue-collar,single,secondary,yes,no,no,unknown,may,unknown,no
35,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
58,blue-collar,divorced,secondary,no,no,no,unknown,may,unknown,no
39,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
43,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
39,unemployed,married,primary,no,yes,no,unknown,may,unknown,no
36,services,single,primary,no,yes,no,unknown,may,unknown,no
57,retired,single,secondary,no,no,yes,unknown,may,unknown,no
36,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
50,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
55,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
44,self-employed,married,tertiary,no,yes,no,unknown,may,unknown,no
44,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
39,housemaid,single,primary,no,yes,no,unknown,may,unknown,no
46,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
39,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
34,admin.,married,secondary,no,no,no,unknown,may,unknown,yes
40,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
50,management,married,tertiary,no,yes,no,unknown,may,unknown,no
31,management,single,secondary,no,yes,no,unknown,may,unknown,no
37,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
39,management,single,secondary,no,yes,no,unknown,may,unknown,no
51,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
41,technician,married,secondary,no,yes,no,unknown,may,unknown,no
41,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
43,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
30,services,single,secondary,no,yes,no,unknown,may,unknown,no
54,management,divorced,primary,no,no,no,unknown,may,unknown,no
43,blue-collar,divorced,secondary,no,yes,yes,unknown,may,unknown,no
59,management,divorced,tertiary,no,yes,yes,unknown,may,unknown,no
47,technician,married,unknown,no,yes,no,unknown,may,unknown,no
40,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
32,technician,married,secondary,no,yes,no,unknown,may,unknown,no
29,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
36,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
55,unemployed,married,tertiary,no,no,no,unknown,may,unknown,no
30,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
39,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
39,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
50,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
44,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
37,technician,single,secondary,no,yes,no,unknown,may,unknown,no
46,admin.,married,primary,no,yes,yes,unknown,may,unknown,no
32,technician,single,unknown,no,no,no,unknown,may,unknown,no
37,management,single,tertiary,no,yes,yes,unknown,may,unknown,no
29,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
41,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
45,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
57,retired,divorced,secondary,no,yes,no,unknown,may,unknown,no
48,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
60,retired,married,secondary,yes,no,no,unknown,may,unknown,no
26,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
58,retired,married,secondary,no,yes,no,unknown,may,unknown,no
34,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
55,unemployed,divorced,secondary,no,yes,no,unknown,may,unknown,yes
41,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
50,management,divorced,secondary,no,yes,no,unknown,may,unknown,no
49,entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
44,admin.,married,unknown,no,no,yes,unknown,may,unknown,no
44,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
31,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
34,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,no
46,management,single,unknown,no,yes,no,unknown,may,unknown,no
42,management,married,tertiary,no,no,no,unknown,may,unknown,no
52,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
29,management,single,tertiary,no,yes,no,unknown,may,unknown,no
53,retired,married,primary,no,yes,no,unknown,may,unknown,no
43,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
38,management,married,secondary,no,yes,no,unknown,may,unknown,no
46,management,married,tertiary,no,yes,no,unknown,may,unknown,no
48,management,divorced,unknown,no,yes,no,unknown,may,unknown,no
30,admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,no
44,blue-collar,married,primary,no,no,no,unknown,may,unknown,no
31,housemaid,married,primary,no,yes,no,unknown,may,unknown,no
42,services,single,secondary,no,yes,no,unknown,may,unknown,no
40,management,single,tertiary,no,yes,no,unknown,may,unknown,no
52,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
45,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
48,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
45,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
34,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
34,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
46,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
49,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
50,technician,married,primary,no,yes,no,unknown,may,unknown,no
34,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
40,unemployed,single,secondary,no,yes,no,unknown,may,unknown,no
36,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
59,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,no
45,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
36,self-employed,married,tertiary,no,yes,no,unknown,may,unknown,no
56,services,married,secondary,no,yes,no,unknown,may,unknown,no
42,services,divorced,secondary,no,yes,yes,unknown,may,unknown,no
30,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
30,student,single,tertiary,no,yes,no,unknown,may,unknown,no
47,self-employed,married,unknown,no,yes,no,unknown,may,unknown,no
33,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
36,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
39,services,divorced,primary,no,yes,no,unknown,may,unknown,no
56,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
39,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,no
42,technician,married,secondary,no,yes,no,unknown,may,unknown,no
52,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
36,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
35,entrepreneur,married,secondary,yes,yes,no,unknown,may,unknown,no
47,technician,married,secondary,no,yes,no,unknown,may,unknown,no
59,services,divorced,secondary,no,yes,yes,unknown,may,unknown,no
57,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
38,management,married,unknown,no,yes,no,unknown,may,unknown,no
46,unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
34,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
28,services,single,secondary,no,yes,no,unknown,may,unknown,yes
38,technician,married,unknown,no,yes,no,unknown,may,unknown,no
56,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
41,blue-collar,single,primary,yes,yes,yes,unknown,may,unknown,no
52,technician,married,unknown,no,no,no,unknown,may,unknown,no
54,services,married,secondary,no,no,no,unknown,may,unknown,no
61,retired,married,secondary,no,yes,yes,unknown,may,unknown,no
53,entrepreneur,married,secondary,no,no,no,unknown,may,unknown,no
47,technician,married,secondary,no,yes,no,unknown,may,unknown,no
53,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
46,services,married,secondary,no,yes,no,unknown,may,unknown,no
39,blue-collar,divorced,primary,no,yes,yes,unknown,may,unknown,no
56,technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
55,services,divorced,primary,no,yes,no,unknown,may,unknown,no
44,management,married,tertiary,no,yes,no,unknown,may,unknown,no
37,technician,married,primary,no,yes,no,unknown,may,unknown,no
35,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
55,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
37,services,married,secondary,no,yes,no,unknown,may,unknown,no
30,technician,single,secondary,no,yes,no,unknown,may,unknown,no
37,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
36,technician,single,secondary,no,yes,no,unknown,may,unknown,no
38,technician,married,secondary,no,yes,no,unknown,may,unknown,no
41,admin.,divorced,primary,no,yes,no,unknown,may,unknown,no
48,retired,married,secondary,no,no,yes,unknown,may,unknown,no
55,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
28,services,divorced,secondary,no,no,no,unknown,may,unknown,no
54,services,married,secondary,yes,yes,no,unknown,may,unknown,no
30,blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
48,technician,married,tertiary,no,no,no,unknown,may,unknown,no
31,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
38,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
37,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
37,services,single,unknown,no,yes,no,unknown,may,unknown,no
56,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
51,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
39,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
49,technician,married,unknown,no,no,no,unknown,may,unknown,no
51,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
43,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
32,services,married,secondary,no,yes,yes,unknown,may,unknown,no
29,technician,single,tertiary,no,yes,no,unknown,may,unknown,no
48,management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
55,services,married,primary,no,yes,no,unknown,may,unknown,no
53,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
47,technician,married,unknown,no,yes,no,unknown,may,unknown,no
39,management,married,tertiary,no,yes,no,unknown,may,unknown,no
31,blue-collar,single,tertiary,no,yes,yes,unknown,may,unknown,no
39,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
40,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
40,technician,single,unknown,no,yes,no,unknown,may,unknown,no
48,technician,married,secondary,no,no,no,unknown,may,unknown,no
33,technician,divorced,secondary,no,yes,yes,unknown,may,unknown,no
40,technician,married,secondary,no,yes,no,unknown,may,unknown,no
59,retired,married,primary,no,yes,no,unknown,may,unknown,no
30,technician,married,secondary,no,yes,no,unknown,may,unknown,yes
31,management,single,tertiary,no,yes,no,unknown,may,unknown,no
35,unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
54,technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
34,admin.,single,unknown,no,yes,no,unknown,may,unknown,no
32,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
56,admin.,divorced,unknown,no,yes,no,unknown,may,unknown,no
32,admin.,single,tertiary,no,yes,no,unknown,may,unknown,no
42,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
33,services,married,tertiary,no,no,no,unknown,may,unknown,no
52,entrepreneur,married,tertiary,no,yes,yes,unknown,may,unknown,no
52,services,married,secondary,no,no,no,unknown,may,unknown,no
52,blue-collar,divorced,primary,yes,yes,no,unknown,may,unknown,no
30,unemployed,divorced,secondary,no,yes,no,unknown,may,unknown,no
44,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
35,admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
55,management,single,secondary,no,yes,no,unknown,may,unknown,no
33,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
37,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
42,technician,single,secondary,no,yes,no,unknown,may,unknown,no
43,unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
38,entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
37,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
31,student,single,secondary,no,yes,no,unknown,may,unknown,no
41,management,married,tertiary,no,yes,no,unknown,may,unknown,no
41,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
29,student,single,secondary,no,yes,no,unknown,may,unknown,no
38,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
44,self-employed,divorced,tertiary,no,yes,no,unknown,may,unknown,no
39,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
28,technician,single,secondary,no,yes,no,unknown,may,unknown,no
33,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
41,services,married,unknown,no,no,no,unknown,may,unknown,no
40,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
29,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
38,management,married,unknown,no,yes,no,unknown,may,unknown,no
32,admin.,married,tertiary,no,yes,no,unknown,may,unknown,no
45,services,married,secondary,no,yes,no,unknown,may,unknown,no
33,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
34,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
41,entrepreneur,married,unknown,no,yes,no,unknown,may,unknown,no
41,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
35,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
40,technician,single,secondary,no,yes,no,unknown,may,unknown,no
60,self-employed,married,primary,no,yes,no,unknown,may,unknown,no
47,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
46,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
31,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
49,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
29,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
31,management,single,tertiary,no,yes,no,unknown,may,unknown,no
38,management,married,tertiary,no,yes,no,unknown,may,unknown,no
37,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
35,technician,married,secondary,no,yes,no,unknown,may,unknown,no
31,management,single,secondary,no,yes,no,unknown,may,unknown,no
41,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
46,services,married,unknown,no,yes,no,unknown,may,unknown,no
40,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
29,admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
49,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
42,management,married,tertiary,no,yes,no,unknown,may,unknown,no
54,services,married,secondary,no,yes,no,unknown,may,unknown,no
40,management,single,tertiary,no,yes,no,unknown,may,unknown,no
53,admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
49,management,married,tertiary,no,yes,no,unknown,may,unknown,no
40,blue-collar,married,primary,yes,yes,no,unknown,may,unknown,no
29,student,single,secondary,no,yes,no,unknown,may,unknown,no
36,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
37,technician,married,secondary,no,yes,no,unknown,may,unknown,no
39,services,married,secondary,no,yes,no,unknown,may,unknown,no
36,technician,married,secondary,no,yes,yes,unknown,may,unknown,yes
